fold_id,transcript_id,child_id,pair_id,replicate_id,transcript_path,utterance_count,token_count,perplexity
1,pair_sli413_td439_rep01_SLI_bundle,413,pair_sli413_td439,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep01_SLI_bundle.cha,70,317,373.4290623323725
2,pair_sli413_td439_rep01_SLI_bundle,413,pair_sli413_td439,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep01_SLI_bundle.cha,70,317,391.3426062368414
3,pair_sli413_td439_rep01_SLI_bundle,413,pair_sli413_td439,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep01_SLI_bundle.cha,70,317,417.52448968243624
4,pair_sli413_td439_rep01_SLI_bundle,413,pair_sli413_td439,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep01_SLI_bundle.cha,70,317,409.2578806555338
5,pair_sli413_td439_rep01_SLI_bundle,413,pair_sli413_td439,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep01_SLI_bundle.cha,70,317,417.4391201652671
1,pair_sli413_td439_rep02_SLI_bundle,413,pair_sli413_td439,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep02_SLI_bundle.cha,72,344,353.5632396491404
2,pair_sli413_td439_rep02_SLI_bundle,413,pair_sli413_td439,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep02_SLI_bundle.cha,72,344,360.866825516921
3,pair_sli413_td439_rep02_SLI_bundle,413,pair_sli413_td439,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep02_SLI_bundle.cha,72,344,394.23454102774326
4,pair_sli413_td439_rep02_SLI_bundle,413,pair_sli413_td439,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep02_SLI_bundle.cha,72,344,382.25893251221214
5,pair_sli413_td439_rep02_SLI_bundle,413,pair_sli413_td439,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep02_SLI_bundle.cha,72,344,397.85148515664537
1,pair_sli413_td439_rep03_SLI_bundle,413,pair_sli413_td439,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep03_SLI_bundle.cha,61,298,267.2827465274598
2,pair_sli413_td439_rep03_SLI_bundle,413,pair_sli413_td439,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep03_SLI_bundle.cha,61,298,278.6496045079373
3,pair_sli413_td439_rep03_SLI_bundle,413,pair_sli413_td439,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep03_SLI_bundle.cha,61,298,296.50123669562385
4,pair_sli413_td439_rep03_SLI_bundle,413,pair_sli413_td439,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep03_SLI_bundle.cha,61,298,293.54782831937126
5,pair_sli413_td439_rep03_SLI_bundle,413,pair_sli413_td439,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep03_SLI_bundle.cha,61,298,340.5763649424889
1,pair_sli413_td439_rep04_SLI_bundle,413,pair_sli413_td439,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep04_SLI_bundle.cha,73,311,368.5123515084833
2,pair_sli413_td439_rep04_SLI_bundle,413,pair_sli413_td439,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep04_SLI_bundle.cha,73,311,386.9607113877652
3,pair_sli413_td439_rep04_SLI_bundle,413,pair_sli413_td439,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep04_SLI_bundle.cha,73,311,400.77444954580045
4,pair_sli413_td439_rep04_SLI_bundle,413,pair_sli413_td439,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep04_SLI_bundle.cha,73,311,404.75529242505
5,pair_sli413_td439_rep04_SLI_bundle,413,pair_sli413_td439,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep04_SLI_bundle.cha,73,311,418.7737916252656
1,pair_sli413_td439_rep05_SLI_bundle,413,pair_sli413_td439,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep05_SLI_bundle.cha,69,301,398.9573067951655
2,pair_sli413_td439_rep05_SLI_bundle,413,pair_sli413_td439,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep05_SLI_bundle.cha,69,301,407.5891742462107
3,pair_sli413_td439_rep05_SLI_bundle,413,pair_sli413_td439,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep05_SLI_bundle.cha,69,301,445.4916034850844
4,pair_sli413_td439_rep05_SLI_bundle,413,pair_sli413_td439,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep05_SLI_bundle.cha,69,301,428.27473110403463
5,pair_sli413_td439_rep05_SLI_bundle,413,pair_sli413_td439,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep05_SLI_bundle.cha,69,301,443.3291236952625
1,pair_sli413_td439_rep06_SLI_bundle,413,pair_sli413_td439,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep06_SLI_bundle.cha,70,366,364.3510929402061
2,pair_sli413_td439_rep06_SLI_bundle,413,pair_sli413_td439,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep06_SLI_bundle.cha,70,366,375.4998252523998
3,pair_sli413_td439_rep06_SLI_bundle,413,pair_sli413_td439,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep06_SLI_bundle.cha,70,366,410.8834250368313
4,pair_sli413_td439_rep06_SLI_bundle,413,pair_sli413_td439,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep06_SLI_bundle.cha,70,366,403.20934110264585
5,pair_sli413_td439_rep06_SLI_bundle,413,pair_sli413_td439,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep06_SLI_bundle.cha,70,366,405.33936013596315
1,pair_sli413_td439_rep07_SLI_bundle,413,pair_sli413_td439,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep07_SLI_bundle.cha,78,388,336.58414560930436
2,pair_sli413_td439_rep07_SLI_bundle,413,pair_sli413_td439,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep07_SLI_bundle.cha,78,388,342.7200643005122
3,pair_sli413_td439_rep07_SLI_bundle,413,pair_sli413_td439,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep07_SLI_bundle.cha,78,388,370.8546938792621
4,pair_sli413_td439_rep07_SLI_bundle,413,pair_sli413_td439,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep07_SLI_bundle.cha,78,388,359.78201492617967
5,pair_sli413_td439_rep07_SLI_bundle,413,pair_sli413_td439,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep07_SLI_bundle.cha,78,388,375.7813702611887
1,pair_sli413_td439_rep08_SLI_bundle,413,pair_sli413_td439,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep08_SLI_bundle.cha,68,293,377.1146839331836
2,pair_sli413_td439_rep08_SLI_bundle,413,pair_sli413_td439,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep08_SLI_bundle.cha,68,293,400.86982462654436
3,pair_sli413_td439_rep08_SLI_bundle,413,pair_sli413_td439,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep08_SLI_bundle.cha,68,293,427.10374524894075
4,pair_sli413_td439_rep08_SLI_bundle,413,pair_sli413_td439,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep08_SLI_bundle.cha,68,293,423.931205294407
5,pair_sli413_td439_rep08_SLI_bundle,413,pair_sli413_td439,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep08_SLI_bundle.cha,68,293,447.83398344764566
1,pair_sli413_td439_rep09_SLI_bundle,413,pair_sli413_td439,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep09_SLI_bundle.cha,71,359,363.15275647618375
2,pair_sli413_td439_rep09_SLI_bundle,413,pair_sli413_td439,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep09_SLI_bundle.cha,71,359,376.58177374563087
3,pair_sli413_td439_rep09_SLI_bundle,413,pair_sli413_td439,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep09_SLI_bundle.cha,71,359,413.07068440982744
4,pair_sli413_td439_rep09_SLI_bundle,413,pair_sli413_td439,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep09_SLI_bundle.cha,71,359,403.65619044376757
5,pair_sli413_td439_rep09_SLI_bundle,413,pair_sli413_td439,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep09_SLI_bundle.cha,71,359,422.92992742848264
1,pair_sli413_td439_rep10_SLI_bundle,413,pair_sli413_td439,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep10_SLI_bundle.cha,74,341,346.998827032176
2,pair_sli413_td439_rep10_SLI_bundle,413,pair_sli413_td439,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep10_SLI_bundle.cha,74,341,371.84742105714764
3,pair_sli413_td439_rep10_SLI_bundle,413,pair_sli413_td439,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep10_SLI_bundle.cha,74,341,390.7367191131461
4,pair_sli413_td439_rep10_SLI_bundle,413,pair_sli413_td439,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep10_SLI_bundle.cha,74,341,388.53347840365734
5,pair_sli413_td439_rep10_SLI_bundle,413,pair_sli413_td439,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep10_SLI_bundle.cha,74,341,384.6610249820489
1,pair_sli427_td406_rep01_SLI_bundle,427,pair_sli427_td406,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep01_SLI_bundle.cha,69,333,382.3572621695279
2,pair_sli427_td406_rep01_SLI_bundle,427,pair_sli427_td406,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep01_SLI_bundle.cha,69,333,408.3344051624006
3,pair_sli427_td406_rep01_SLI_bundle,427,pair_sli427_td406,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep01_SLI_bundle.cha,69,333,423.44260554158996
4,pair_sli427_td406_rep01_SLI_bundle,427,pair_sli427_td406,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep01_SLI_bundle.cha,69,333,420.7175219481264
5,pair_sli427_td406_rep01_SLI_bundle,427,pair_sli427_td406,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep01_SLI_bundle.cha,69,333,416.53244998731657
1,pair_sli427_td406_rep02_SLI_bundle,427,pair_sli427_td406,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep02_SLI_bundle.cha,68,348,381.023107651948
2,pair_sli427_td406_rep02_SLI_bundle,427,pair_sli427_td406,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep02_SLI_bundle.cha,68,348,327.19856064360096
3,pair_sli427_td406_rep02_SLI_bundle,427,pair_sli427_td406,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep02_SLI_bundle.cha,68,348,344.26667162894734
4,pair_sli427_td406_rep02_SLI_bundle,427,pair_sli427_td406,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep02_SLI_bundle.cha,68,348,343.89827510539743
5,pair_sli427_td406_rep02_SLI_bundle,427,pair_sli427_td406,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep02_SLI_bundle.cha,68,348,341.8105701780254
1,pair_sli427_td406_rep03_SLI_bundle,427,pair_sli427_td406,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep03_SLI_bundle.cha,104,423,383.465328032612
2,pair_sli427_td406_rep03_SLI_bundle,427,pair_sli427_td406,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep03_SLI_bundle.cha,104,423,287.9933785685639
