fold_id,transcript_id,child_id,pair_id,replicate_id,transcript_path,utterance_count,token_count,perplexity
1,pair_sli413_td439_rep01_TD_bundle,439,pair_sli413_td439,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep01_TD_bundle.cha,64,440,469.50637011518927
2,pair_sli413_td439_rep01_TD_bundle,439,pair_sli413_td439,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep01_TD_bundle.cha,64,440,481.33226089794266
3,pair_sli413_td439_rep01_TD_bundle,439,pair_sli413_td439,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep01_TD_bundle.cha,64,440,459.7386552636849
4,pair_sli413_td439_rep01_TD_bundle,439,pair_sli413_td439,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep01_TD_bundle.cha,64,440,449.0424871794431
5,pair_sli413_td439_rep01_TD_bundle,439,pair_sli413_td439,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep01_TD_bundle.cha,64,440,452.12206723944286
1,pair_sli413_td439_rep02_TD_bundle,439,pair_sli413_td439,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep02_TD_bundle.cha,75,440,453.1772211775263
2,pair_sli413_td439_rep02_TD_bundle,439,pair_sli413_td439,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep02_TD_bundle.cha,75,440,454.7921531048924
3,pair_sli413_td439_rep02_TD_bundle,439,pair_sli413_td439,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep02_TD_bundle.cha,75,440,439.9982936134385
4,pair_sli413_td439_rep02_TD_bundle,439,pair_sli413_td439,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep02_TD_bundle.cha,75,440,436.14068090943573
5,pair_sli413_td439_rep02_TD_bundle,439,pair_sli413_td439,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep02_TD_bundle.cha,75,440,431.27795653360994
1,pair_sli413_td439_rep03_TD_bundle,439,pair_sli413_td439,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep03_TD_bundle.cha,61,397,380.90692962048365
2,pair_sli413_td439_rep03_TD_bundle,439,pair_sli413_td439,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep03_TD_bundle.cha,61,397,398.28142868091004
3,pair_sli413_td439_rep03_TD_bundle,439,pair_sli413_td439,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep03_TD_bundle.cha,61,397,382.55106335579035
4,pair_sli413_td439_rep03_TD_bundle,439,pair_sli413_td439,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep03_TD_bundle.cha,61,397,376.5087443602802
5,pair_sli413_td439_rep03_TD_bundle,439,pair_sli413_td439,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep03_TD_bundle.cha,61,397,373.031413429592
1,pair_sli413_td439_rep04_TD_bundle,439,pair_sli413_td439,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep04_TD_bundle.cha,69,405,420.6396207693255
2,pair_sli413_td439_rep04_TD_bundle,439,pair_sli413_td439,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep04_TD_bundle.cha,69,405,442.1903193531171
3,pair_sli413_td439_rep04_TD_bundle,439,pair_sli413_td439,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep04_TD_bundle.cha,69,405,411.7085405202995
4,pair_sli413_td439_rep04_TD_bundle,439,pair_sli413_td439,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep04_TD_bundle.cha,69,405,398.94908988014475
5,pair_sli413_td439_rep04_TD_bundle,439,pair_sli413_td439,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep04_TD_bundle.cha,69,405,398.07619049311415
1,pair_sli413_td439_rep05_TD_bundle,439,pair_sli413_td439,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep05_TD_bundle.cha,76,441,474.1170896626401
2,pair_sli413_td439_rep05_TD_bundle,439,pair_sli413_td439,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep05_TD_bundle.cha,76,441,487.6331997288391
3,pair_sli413_td439_rep05_TD_bundle,439,pair_sli413_td439,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep05_TD_bundle.cha,76,441,473.66197976826203
4,pair_sli413_td439_rep05_TD_bundle,439,pair_sli413_td439,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep05_TD_bundle.cha,76,441,461.0933797629058
5,pair_sli413_td439_rep05_TD_bundle,439,pair_sli413_td439,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep05_TD_bundle.cha,76,441,454.88781312073957
1,pair_sli413_td439_rep06_TD_bundle,439,pair_sli413_td439,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep06_TD_bundle.cha,69,466,511.00071602277495
2,pair_sli413_td439_rep06_TD_bundle,439,pair_sli413_td439,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep06_TD_bundle.cha,69,466,518.7517832369974
3,pair_sli413_td439_rep06_TD_bundle,439,pair_sli413_td439,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep06_TD_bundle.cha,69,466,512.2602923439894
4,pair_sli413_td439_rep06_TD_bundle,439,pair_sli413_td439,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep06_TD_bundle.cha,69,466,505.13243159684447
5,pair_sli413_td439_rep06_TD_bundle,439,pair_sli413_td439,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep06_TD_bundle.cha,69,466,498.78392547378604
1,pair_sli413_td439_rep07_TD_bundle,439,pair_sli413_td439,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep07_TD_bundle.cha,74,465,437.6893505881904
2,pair_sli413_td439_rep07_TD_bundle,439,pair_sli413_td439,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep07_TD_bundle.cha,74,465,428.3705975705699
3,pair_sli413_td439_rep07_TD_bundle,439,pair_sli413_td439,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep07_TD_bundle.cha,74,465,417.15337586934686
4,pair_sli413_td439_rep07_TD_bundle,439,pair_sli413_td439,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep07_TD_bundle.cha,74,465,411.7456220702199
5,pair_sli413_td439_rep07_TD_bundle,439,pair_sli413_td439,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep07_TD_bundle.cha,74,465,407.43916074475584
1,pair_sli413_td439_rep08_TD_bundle,439,pair_sli413_td439,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep08_TD_bundle.cha,76,432,453.9503451198932
2,pair_sli413_td439_rep08_TD_bundle,439,pair_sli413_td439,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep08_TD_bundle.cha,76,432,449.7370173892754
3,pair_sli413_td439_rep08_TD_bundle,439,pair_sli413_td439,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep08_TD_bundle.cha,76,432,443.08105975030566
4,pair_sli413_td439_rep08_TD_bundle,439,pair_sli413_td439,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep08_TD_bundle.cha,76,432,433.47833090974285
5,pair_sli413_td439_rep08_TD_bundle,439,pair_sli413_td439,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep08_TD_bundle.cha,76,432,432.7303132132159
1,pair_sli413_td439_rep09_TD_bundle,439,pair_sli413_td439,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep09_TD_bundle.cha,75,468,523.361517013717
2,pair_sli413_td439_rep09_TD_bundle,439,pair_sli413_td439,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep09_TD_bundle.cha,75,468,545.9533463028624
3,pair_sli413_td439_rep09_TD_bundle,439,pair_sli413_td439,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep09_TD_bundle.cha,75,468,504.49292163890436
4,pair_sli413_td439_rep09_TD_bundle,439,pair_sli413_td439,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep09_TD_bundle.cha,75,468,497.4913684534914
5,pair_sli413_td439_rep09_TD_bundle,439,pair_sli413_td439,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep09_TD_bundle.cha,75,468,507.04491725740394
1,pair_sli413_td439_rep10_TD_bundle,439,pair_sli413_td439,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep10_TD_bundle.cha,85,466,462.25928287862007
2,pair_sli413_td439_rep10_TD_bundle,439,pair_sli413_td439,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep10_TD_bundle.cha,85,466,457.9786596295133
3,pair_sli413_td439_rep10_TD_bundle,439,pair_sli413_td439,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep10_TD_bundle.cha,85,466,449.94635003903596
4,pair_sli413_td439_rep10_TD_bundle,439,pair_sli413_td439,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep10_TD_bundle.cha,85,466,434.1315594573439
5,pair_sli413_td439_rep10_TD_bundle,439,pair_sli413_td439,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep10_TD_bundle.cha,85,466,420.2668385092006
1,pair_sli427_td406_rep01_TD_bundle,406,pair_sli427_td406,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep01_TD_bundle.cha,70,387,634.3566039751063
2,pair_sli427_td406_rep01_TD_bundle,406,pair_sli427_td406,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep01_TD_bundle.cha,70,387,598.40574440201
3,pair_sli427_td406_rep01_TD_bundle,406,pair_sli427_td406,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep01_TD_bundle.cha,70,387,618.3295182054736
4,pair_sli427_td406_rep01_TD_bundle,406,pair_sli427_td406,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep01_TD_bundle.cha,70,387,589.1759507065442
5,pair_sli427_td406_rep01_TD_bundle,406,pair_sli427_td406,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep01_TD_bundle.cha,70,387,585.6028771435466
1,pair_sli427_td406_rep02_TD_bundle,406,pair_sli427_td406,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep02_TD_bundle.cha,59,501,524.0642578381246
2,pair_sli427_td406_rep02_TD_bundle,406,pair_sli427_td406,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep02_TD_bundle.cha,59,501,506.9719785536922
3,pair_sli427_td406_rep02_TD_bundle,406,pair_sli427_td406,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep02_TD_bundle.cha,59,501,518.3337652596842
4,pair_sli427_td406_rep02_TD_bundle,406,pair_sli427_td406,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep02_TD_bundle.cha,59,501,495.0383840477498
5,pair_sli427_td406_rep02_TD_bundle,406,pair_sli427_td406,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep02_TD_bundle.cha,59,501,488.82497896610266
1,pair_sli427_td406_rep03_TD_bundle,406,pair_sli427_td406,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep03_TD_bundle.cha,85,431,610.9299535669977
2,pair_sli427_td406_rep03_TD_bundle,406,pair_sli427_td406,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep03_TD_bundle.cha,85,431,623.4358618722506
3,pair_sli427_td406_rep03_TD_bundle,406,pair_sli427_td406,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep03_TD_bundle.cha,85,431,594.3867186109071
4,pair_sli427_td406_rep03_TD_bundle,406,pair_sli427_td406,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep03_TD_bundle.cha,85,431,576.0825777373104
