source,group,story_id,child_id,transcript_path,token_count,type_token_ratio,n_reference_real_texts,nearest_real_child_id,nearest_real_path,nearest_tfidf_cosine,mean_tfidf_cosine_to_real,nearest_rouge_l_f1,mean_rouge_l_f1_to_real,unigram_perplexity_vs_real,bigram_perplexity_vs_real
real_baseline,SLI,A1,413,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/413_A1.cha,35,0.6857142857142857,10,477,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/477.cha,0.2085845272810017,0.08618266386249167,0.25396825396825395,0.15907557515917597,119.97952400235305,95.3144217147278
real_baseline,SLI,A1,444,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/444_A1.cha,28,0.21428571428571427,10,480,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/B/480_A1.cha,0.18204540011339687,0.07793806920562014,0.2641509433962264,0.19611395300827425,58.941504489915815,66.71870202470346
real_baseline,SLI,A1,474,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/474.cha,50,0.54,10,482,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/482.cha,0.19327829006614008,0.0842625685138717,0.2247191011235955,0.15396218783100102,117.41050614047784,109.00110086101806
real_baseline,SLI,A1,475,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/475.cha,40,0.4,10,476,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/476.cha,0.10586986086007376,0.06234555601324138,0.1904761904761905,0.12927417379616357,133.39526437350364,111.04452807238596
real_baseline,SLI,A1,476,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/476.cha,39,0.5641025641025641,10,477,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/477.cha,0.2085603022160259,0.1165702846093613,0.3132530120481928,0.19638059974500247,80.55481080166862,80.56843012605582
real_baseline,SLI,A1,477,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/477.cha,44,0.5909090909090909,10,413,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/413_A1.cha,0.2085845272810017,0.10264793297424898,0.3132530120481928,0.1955714477765949,119.12817680632168,75.48027162587964
real_baseline,SLI,A1,478,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/478.cha,11,0.5454545454545454,10,476,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/476.cha,0.09070286212411514,0.03652899927410799,0.14545454545454545,0.08031040616858288,122.20617795239768,87.69026423197899
real_baseline,SLI,A1,479,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/479_A1.cha,53,0.5283018867924528,10,476,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/476.cha,0.12754084537484156,0.07610235928121775,0.2391304347826087,0.14170189722027754,181.23630659281676,112.10115306536997
real_baseline,SLI,A1,482,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/482.cha,25,0.76,10,474,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/474.cha,0.19327829006614008,0.0845386685198865,0.2666666666666666,0.17250364568360876,121.0722876983439,91.8065009242228
real_baseline,SLI,A1,427,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/B/427_A1.cha,20,0.8,10,482,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/482.cha,0.1381217920132159,0.048659318114062974,0.2666666666666666,0.10629349938435577,253.878787959165,98.15092215240001
real_baseline,SLI,A1,480,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/B/480_A1.cha,110,0.44545454545454544,10,444,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/444_A1.cha,0.18204540011339687,0.09987742001574876,0.24637681159420288,0.15432749635698945,123.8794643872096,88.11442144053748
real_baseline,SLI,A2,413,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/413_A2.cha,31,0.5806451612903226,10,477,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/477.cha,0.17771007224490473,0.07553738128346552,0.33766233766233766,0.18961322365558714,109.06862253083615,146.40239622187286
real_baseline,SLI,A2,444,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/444_A2.cha,54,0.4444444444444444,10,476,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/476.cha,0.12425745542000553,0.052257425925498556,0.25563909774436094,0.1576030364254221,221.46350468328004,132.4791110003123
real_baseline,SLI,A2,474,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/474.cha,80,0.5375,10,476,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/476.cha,0.12701494286021528,0.08530596871454019,0.20634920634920634,0.14446417511610415,176.8020772852055,133.60565155026367
real_baseline,SLI,A2,475,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/475.cha,37,0.5135135135135135,10,479,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/479_A2.cha,0.18361810795549802,0.0713329589070657,0.26506024096385544,0.15139234036990395,149.51946216795014,116.60697545225412
real_baseline,SLI,A2,476,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/476.cha,79,0.34177215189873417,10,482,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/482.cha,0.19836923904179926,0.11723564090252439,0.2639593908629442,0.19372249475965475,61.1874109562661,80.95820186905335
real_baseline,SLI,A2,477,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/477.cha,46,0.5217391304347826,10,413,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/413_A2.cha,0.17771007224490473,0.0977748715525167,0.33766233766233766,0.232943554067662,86.018571080058,82.71970618105104
real_baseline,SLI,A2,478,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/478.cha,25,0.52,10,480,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/B/480_A2.cha,0.13862026199815175,0.08622063028060525,0.3098591549295775,0.1535052733217549,80.58547868696499,56.004653169112544
real_baseline,SLI,A2,479,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/479_A2.cha,52,0.6153846153846154,10,475,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/475.cha,0.18361810795549802,0.09717571517493581,0.2653061224489796,0.17534852408755489,135.59346073996244,117.2319227306397
real_baseline,SLI,A2,482,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/482.cha,46,0.6086956521739131,10,476,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/476.cha,0.19836923904179926,0.10672788207355939,0.2857142857142857,0.2117216715729416,107.251236302168,81.27920488711229
real_baseline,SLI,A2,427,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/B/427_A2.cha,40,0.6,10,480,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/B/480_A2.cha,0.15515116769109158,0.05337461084554053,0.12658227848101267,0.08915246225330947,243.26341739014467,138.38501054604308
real_baseline,SLI,A2,480,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/B/480_A2.cha,118,0.4830508474576271,10,477,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/SLI/A/477.cha,0.15821448529033377,0.11485008239736398,0.2639593908629442,0.17942580047050533,124.5974550003357,95.83330883964369
