fold_id,transcript_id,child_id,pair_id,replicate_id,transcript_path,utterance_count,token_count,perplexity
1,pair_sli413_td439_rep01_TD_bundle,439,pair_sli413_td439,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep01_TD_bundle.cha,64,440,469.295013681014
2,pair_sli413_td439_rep01_TD_bundle,439,pair_sli413_td439,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep01_TD_bundle.cha,64,440,481.317926365195
3,pair_sli413_td439_rep01_TD_bundle,439,pair_sli413_td439,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep01_TD_bundle.cha,64,440,468.1356341291779
4,pair_sli413_td439_rep01_TD_bundle,439,pair_sli413_td439,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep01_TD_bundle.cha,64,440,436.58252571471195
5,pair_sli413_td439_rep01_TD_bundle,439,pair_sli413_td439,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep01_TD_bundle.cha,64,440,470.68839877072037
1,pair_sli413_td439_rep02_TD_bundle,439,pair_sli413_td439,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep02_TD_bundle.cha,75,440,439.5022154380126
2,pair_sli413_td439_rep02_TD_bundle,439,pair_sli413_td439,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep02_TD_bundle.cha,75,440,445.8618259631299
3,pair_sli413_td439_rep02_TD_bundle,439,pair_sli413_td439,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep02_TD_bundle.cha,75,440,438.203740625866
4,pair_sli413_td439_rep02_TD_bundle,439,pair_sli413_td439,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep02_TD_bundle.cha,75,440,427.04434517594
5,pair_sli413_td439_rep02_TD_bundle,439,pair_sli413_td439,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep02_TD_bundle.cha,75,440,428.000988542474
1,pair_sli413_td439_rep03_TD_bundle,439,pair_sli413_td439,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep03_TD_bundle.cha,61,397,378.1202182698501
2,pair_sli413_td439_rep03_TD_bundle,439,pair_sli413_td439,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep03_TD_bundle.cha,61,397,403.57862645024534
3,pair_sli413_td439_rep03_TD_bundle,439,pair_sli413_td439,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep03_TD_bundle.cha,61,397,380.3260613210207
4,pair_sli413_td439_rep03_TD_bundle,439,pair_sli413_td439,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep03_TD_bundle.cha,61,397,364.6942861219437
5,pair_sli413_td439_rep03_TD_bundle,439,pair_sli413_td439,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep03_TD_bundle.cha,61,397,387.92772078637574
1,pair_sli413_td439_rep04_TD_bundle,439,pair_sli413_td439,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep04_TD_bundle.cha,69,405,440.65229218243826
2,pair_sli413_td439_rep04_TD_bundle,439,pair_sli413_td439,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep04_TD_bundle.cha,69,405,438.56523162823856
3,pair_sli413_td439_rep04_TD_bundle,439,pair_sli413_td439,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli413_td439_rep04_TD_bundle.cha,69,405,422.79049805177397
